82
# TEXTS IN THE INDUS SCRIPT

|  2835 | 210501 | ♦  |
| --- | --- | --- |
|   | 20001 | E U A ♦  |
|   | 36390 |   |
|  2836 | 212501 | ♦  |
|   | 22501 | ♦  |
|  2837 | 200101 | ♦  |
|  2839 | 210001 | ♦  |
|   | 29790 |   |
|  2841 | 216103 | ♣  |
|   | 22290 |   |
|  2842 | 210001 | ♦  |
|   | 25790 |   |
|   | 33690 |   |
|  2843 | 210001 | ♦  |
|   | 25790 |   |
|   | 33690 |   |
|  2844 | 211201 | E♦  |
|   | 29901 | ♦  |
|  2845 | 200001 | ♦  |
|  2846 | 210001 | ♦  |
|   | 24101 | ♦  |
|  2847 | 210001 | ♦  |
|   | 20001 | ♦  |
|   | 30001 | ♦  |
|  2848 | 210001 | ♦  |
|   | 29990 |   |
|  2849 | 212501 | ♦  |
|   | 22501 | ♦  |
|  2851 | 210001 | ♦  |
|   | 21301 | ♦  |
